,acousticness,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,decade,letter_keys,modes,key_mode,scaled_speech,scaled_duration,scaled_loudness,scaled_tempo,scaled_pop,A Minor,Ab Major,Ab Minor,B Major,B Minor,Bb Major,Bb Minor,C Major,C Minor,D Major,D Minor,Db Major,Db Minor,E Major,E Minor,Eb Major,Eb Minor,F Major,F Minor,F# Major,F# Minor,G Major,G Minor,1930s,1940s,1950s,1960s,1970s,1980s,1990s,2000s,2010s,2020s,artist,label
194,0.804,0.4970000000000001,154707,0.191,0,2ThO3YZAifDOnpKPUJrlWp,0.0036299999999999995,7,0.14,-20.047,1,Columbine,37,1969-09-01,0.0312,91.368,0.619,1969,1960s,G,Major,G Major,0.127871474341931,0.02771177046794675,0.6256831884738863,0.37431941366129845,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
195,0.657,0.672,195640,0.285,0,31kaoIv1FU5Ddcv1hJJk2d,0.00277,2,0.114,-18.285,1,To Live Is To Fly,43,1971-01-01,0.0422,73.75399999999998,0.662,1971,1970s,D,Major,D Major,0.17295436593684257,0.03529421353617892,0.6532769556025371,0.3021578018034257,0.43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
196,0.8240000000000001,0.624,174147,0.134,0,2OYrhel5MHLGeTvXU9txqA,1.89e-06,0,0.13,-18.026,1,Don't Take It Too Bad,35,1969-09-01,0.0352,112.615,0.4970000000000001,1969,1960s,C,Major,C Major,0.14426525310371704,0.03131284278725961,0.6573330201237179,0.46136481885854047,0.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
197,0.632,0.621,158707,0.366,0,2zwJVwFkGbSPoBopZ26FvJ,0.0,11,0.15,-12.200999999999999,1,Be Here to Love Me,35,1969-04-01,0.0288,100.815,0.622,1969,1960s,B,Major,B Major,0.11803520708485939,0.028452731850521416,0.748555320648344,0.4130221925429451,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
198,0.8140000000000001,0.527,143227,0.115,0,5X0ax3W4acNnoMnHqXtcAb,0.0043100000000000005,9,0.14800000000000002,-18.689,0,None but the Rain,35,1969-09-01,0.039,76.016,0.264,1969,1960s,A,Minor,A Minor,0.15983934292741375,0.02558521129995747,0.6469501213687261,0.31142483745816113,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
199,0.523,0.33799999999999997,262307,0.262,0,50ir5TASs5emq5j9pr0Gtc,0.0,9,0.0866,-15.015,1,Our Mother the Mountain,35,1969-04-01,0.0481,69.74,0.193,1969,1960s,A,Major,A Major,0.19713518961047694,0.04764363165920518,0.7044867277425417,0.2857131151906461,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
200,0.496,0.6609999999999999,159240,0.387,0,4l2ON6RUaS9rLJYKogUwlK,0.0,9,0.214,-12.294,1,Snake Mountain Blues,32,1969-04-01,0.0342,111.446,0.804,1969,1960s,A,Major,A Major,0.14016680841327053,0.02855146495474949,0.7470988959361053,0.45657562138710567,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
201,0.7879999999999999,0.615,261107,0.313,0,0bBJW7W0Abkx84Uq4hCOBq,0.13699999999999998,9,0.098,-16.408,1,No Lonesome Tune,36,1972-01-01,0.0336,141.017,0.452,1972,1970s,A,Major,A Major,0.13770774159900262,0.047421343244432784,0.6826716780205152,0.5777230623005355,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
202,0.758,0.43,295107,0.13699999999999998,0,5KJMVvokqnMn9ribqPQja9,0.000152,0,0.127,-16.523,1,Tecumseh Valley,31,1969-04-01,0.0317,132.958,0.371,1969,1960s,C,Major,C Major,0.12992069668715425,0.05371951499631742,0.680870722731188,0.5447066872600793,0.31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
203,0.8029999999999999,0.24600000000000002,185960,0.221,0,1GMBuaf6MyOQILkAmnANA8,1.3e-06,1,0.109,-15.488,0,St. John the Gambler,31,1969-04-01,0.0324,87.51299999999998,0.358,1969,1960s,Db,Minor,Db Minor,0.1327896079704668,0.03350108699034824,0.6970793203351343,0.3585261234539577,0.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
204,0.872,0.552,288840,0.132,0,7mkA2J3gEglHsQkYa5D0vp,0.0,11,0.722,-20.392,1,For the Sake of the Song - Live,35,1977-01-01,0.0517,108.97399999999999,0.34,1977,1970s,B,Major,B Major,0.21188959049608438,0.05255861375016857,0.620280322605904,0.44644825085726225,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
205,0.875,0.493,248347,0.18899999999999997,0,6XGAEKhlf9QWprGpkatdD1,2.24e-06,1,0.6579999999999999,-19.496,1,Pancho & Lefty - Live,33,1977-01-01,0.129,142.32399999999996,0.626,1977,1970s,Db,Major,Db Major,0.5286993650675993,0.04505767643401961,0.634312113381881,0.5830776226898983,0.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
206,0.262,0.622,153253,0.163,0,2X5sfVwXmys79a7NeRJL5t,7.19e-06,9,0.129,-18.387999999999998,0,Snake Song,34,1978-01-01,0.0303,92.35799999999999,0.436,1978,1970s,A,Minor,A Minor,0.12418287412052914,0.027442431005380862,0.6516639260825308,0.37837527807252214,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
207,0.23800000000000002,0.524,195333,0.48100000000000004,0,3q7cxwhSh8tVVqcW42IrZh,0.0,2,0.0879,-12.972999999999999,1,Velvet Voices,27,1968-01-01,0.0283,114.522,0.493,1968,1960s,D,Major,D Major,0.11598598473963613,0.03523734475006632,0.7364654294886853,0.46917747889106937,0.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
208,0.852,0.397,324000,0.239,0,5txiSsUabBGJHSWWU2Veum,0.0,6,0.0839,-15.161,1,Why She's Acting This Way,30,1969-04-01,0.03,167.46099999999996,0.263,1969,1960s,F#,Major,F# Major,0.12295334071339518,0.05907166430299986,0.7022002975491348,0.6860597072403324,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
209,0.36200000000000004,0.48100000000000004,150933,0.41200000000000003,0,7frghjCj21TjmqebEOtVyE,0.0,4,0.591,-13.197000000000001,1,Two Hands,33,1971-01-01,0.109,190.355,0.604,1971,1970s,E,Major,E Major,0.4467304712586692,0.027012673403487557,0.7329574817946911,0.7798525959580649,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
210,0.8390000000000001,0.742,141200,0.494,0,7o26b8BlWibCvxssItnOat,0.0,11,0.14800000000000002,-16.759,1,Mr. Mudd And Mr. Gold,36,1971-01-01,0.141,104.066,0.8590000000000001,1971,1970s,B,Major,B Major,0.5778807013529573,0.02520972911933776,0.6771748492678725,0.42634099577616547,0.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
211,0.915,0.39299999999999996,166867,0.0875,0,2QkwjhbVeaufp4XUXT2KGS,0.00126,8,0.11800000000000001,-21.427,1,Nothin',32,1971-01-01,0.0346,138.166,0.213,1971,1970s,Ab,Major,Ab Major,0.1418061862894491,0.029964293070973726,0.6040717250019576,0.566042992162759,0.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
212,0.826,0.4,307893,0.228,0,4qjer7vF3Y6n5G1tjcIWmf,0.0,11,0.102,-14.243,1,Silver Ships Of Andilar,34,1972-01-01,0.0354,158.678,0.29600000000000004,1972,1970s,B,Major,B Major,0.14508494204180633,0.056087998055717334,0.7165766189022003,0.6500772252971229,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
213,0.922,0.66,145600,0.317,0,4q6br7EBfOWIaMD2YV98mx,0.000306,4,0.222,-13.717,1,Don't Let The Sunshine Fool Ya',32,1972-01-01,0.0505,131.651,0.648,1972,1970s,E,Major,E Major,0.2069714568675486,0.026024786640169887,0.7248140317907761,0.5393521268707163,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
214,0.4320000000000001,0.528,166733,0.415,0,7CH0cKA51KpOiW219JspaZ,0.0,4,0.0751,-12.047,1,I'll Be Here in the Morning,25,1968-01-01,0.0276,86.515,0.7,1968,1960s,E,Major,E Major,0.11311707345632357,0.029939470864657477,0.750967034687965,0.35443748438082523,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
215,0.7709999999999999,0.428,167453,0.115,0,33pCuM1mBp8waNeKBpXy6H,2.6700000000000002e-05,1,0.0516,-17.311,0,Kathleen,27,1969-04-01,0.0306,91.69,0.331,1969,1960s,Db,Minor,Db Minor,0.12541240752766308,0.030072843913520914,0.6685302638791011,0.3756385938031308,0.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
216,0.625,0.579,243680,0.331,0,6ogtCC5bIU0ScEoQCitZjD,0.0,4,0.0827,-12.939,1,She Came and She Touched Me,27,1969-04-01,0.0305,126.654,0.414,1969,1960s,E,Major,E Major,0.12500256305861845,0.04419315974090062,0.7369978858350952,0.5188802536758832,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
217,0.856,0.6859999999999999,134440,0.0939,0,4kDqlmQXko9hiRY48aYfhF,4.39e-05,4,0.10300000000000001,-18.155,0,Highway Kind,32,1971-01-01,0.0546,133.886,0.073,1971,1970s,E,Minor,E Minor,0.22377508009837926,0.023957504382786578,0.6553128181035158,0.5485085480415092,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
218,0.722,0.474,252933,0.33799999999999997,0,09TckhzKHtcGxsukgDOACU,3.43e-05,2,0.0819,-14.512,1,You Are Not Needed Now,31,1971-01-01,0.0378,135.882,0.585,1971,1970s,D,Major,D Major,0.15492120929887795,0.045907188659141465,0.7123639495732519,0.5566858261877743,0.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
219,0.764,0.723,224000,0.308,0,2bgFyUfHmxNKAPSZGnSLB6,0.0006889999999999999,5,0.0474,-14.495999999999999,1,Honky Tonkin',32,1972-01-01,0.0314,132.572,0.723,1972,1970s,F,Major,F Major,0.12869116328002028,0.04054762973863328,0.7126145172656801,0.5431253098229759,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
220,0.866,0.33299999999999996,147000,0.0859,0,1ATJL1E1cMgTh9MKwbLNkc,0.000354,5,0.10800000000000001,-18.544,1,Snow Don't Fall,32,1972-01-01,0.032,101.99799999999999,0.146,1972,1970s,F,Major,F Major,0.1311502300942882,0.02628412312407102,0.6492208910813563,0.4178687456727204,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
221,0.617,0.479,162933,0.207,0,3EGMWI2J3rxsEJ7nfIvape,7.120000000000001e-05,2,0.114,-15.957,1,Fraulein,31,1972-01-01,0.0319,127.789,0.521,1972,1970s,D,Major,D Major,0.13074038562524354,0.029235557551211547,0.6897345548508339,0.5235301588342053,0.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
222,0.866,0.605,206440,0.308,0,7qbv4GNE6rFpYe78BIcu4v,0.000407,0,0.9109999999999999,-15.564,1,White Freightliner Blues - Live,31,1977-01-01,0.0645,112.039,0.835,1977,1970s,C,Major,C Major,0.26434968253379965,0.037294809269130515,0.6958891237961006,0.45900504320110125,0.31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
223,0.932,0.5,201013,0.14400000000000002,0,0F88jDvWZz7atM8H49itMU,0.00207,6,0.632,-20.461,0,Cocaine Blues - Live,31,1977-01-01,0.0422,112.87299999999999,0.318,1977,1970s,F#,Minor,F# Minor,0.17295436593684257,0.03628950991332234,0.6191997494323076,0.4624218017051018,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
224,0.10400000000000001,0.534,163013,0.42200000000000004,0,6ERAm9V9SXgO28GZeMMVPp,3.39e-05,2,0.12,-12.554,1,Tecumseh Valley,24,1968-01-01,0.0349,100.18700000000001,0.7979999999999999,1968,1960s,D,Major,D Major,0.14303571969658307,0.029250376778863038,0.7430271709341477,0.4104493815830982,0.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
225,0.4,0.511,286907,0.387,0,7hA1S8GNIlRrzEzeSlWzbE,0.0,0,0.162,-11.027999999999999,1,For the Sake of the Song,24,1968-01-01,0.031,105.818,0.556,1968,1960s,C,Major,C Major,0.1270517854038417,0.05220054416203936,0.7669250645994833,0.4335186467342098,0.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
226,0.5770000000000001,0.493,184240,0.158,0,1vaF3Fu2ioobWRtuqpVnHF,3.87e-05,3,0.0801,-15.937999999999999,1,Like a Summer Thursday,27,1969-04-01,0.038,72.605,0.35700000000000004,1969,1960s,Eb,Major,Eb Major,0.15574089823696724,0.03318247359584113,0.6900321039855923,0.29745054098676316,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Townes Van Zandt,Fat Possum
227,0.8109999999999999,0.605,241013,0.18600000000000005,0,7aMCaaHHN9LS3StErta706,0.000146,4,0.107,-18.926,1,Delta Momma Blues,29,1971-01-01,0.0361,124.54299999999999,0.7090000000000001,1971,1970s,E,Major,E Major,0.14795385332511887,0.043699123739068965,0.6432385874246339,0.5102318397646779,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
228,0.855,0.5489999999999999,171267,0.0946,0,1GfADx9wjehJVElXg42lMb,1.25e-05,1,0.106,-16.815,1,Heavenly Houseboat Blues,31,1972-01-01,0.032,138.75,0.426,1972,1970s,Db,Major,Db Major,0.1311502300942882,0.030779350591805855,0.6762978623443741,0.5684355424821071,0.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
229,0.893,0.5479999999999999,220840,0.239,0,6H7zgb2KxAC06OSAj58x0Q,0.0,11,0.785,-18.529,0,Mr. Mudd & Mr. Gold - Live,29,1977-01-01,0.2439949970121604,102.46600000000001,0.5820000000000001,1977,1970s,B,Minor,B Minor,1.0,0.0399622702463993,0.6494557982930077,0.41978606339438984,0.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Townes Van Zandt,Fat Possum
230,0.69,0.7140000000000001,148533,0.345,0,24tcMUMtJ614icZEIYGZf6,0.0,9,0.14800000000000002,-15.466,0,The Letter,33,1969-01-01,0.0627,88.04,0.591,1969,1960s,A,Minor,A Minor,0.256972482090996,0.02656809657394276,0.697423850912223,0.36068515430720516,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Al Green,Fat Possum
231,0.0894,0.785,261333,0.516,0,0WXDQdYxjdvTKw6POrgBbB,0.00041900000000000016,5,0.0682,-15.009,1,Everything's Gonna Be Alright,43,2001-01-01,0.085,92.569,0.6809999999999999,2001,2000s,F,Major,F Major,0.3483677986879531,0.04746320756254826,0.7045806906272023,0.37923970978036886,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Al Green,Fat Possum
232,0.196,0.804,179720,0.46799999999999997,0,57t3RPV7rxBHtb6Qp2DhA9,0.0448,2,0.121,-10.158,1,Driving Wheel,29,1971-08-14,0.0346,102.67299999999999,0.889,1971,1970s,D,Major,D Major,0.1418061862894491,0.03234518723353176,0.7805496828752643,0.420634107771282,0.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
233,0.664,0.601,194613,0.376,0,2kMt4n51cJzAQkwa5X8zYT,0.00010800000000000001,9,0.0665,-11.497,1,God Is Standing By,28,1971-08-14,0.0308,187.34099999999998,0.6920000000000001,1971,1970s,A,Major,A Major,0.1262320964657524,0.03510397170120288,0.7595802991151829,0.767504742083895,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
234,0.0291,0.743,174400,0.215,0,7g3DNtBAvpqxUULHJcbxos,7.85e-05,0,0.10099999999999999,-18.802,1,My Girl,26,1969-01-01,0.0398,93.912,0.48100000000000004,1969,1960s,C,Major,C Major,0.16311809867977095,0.031359708594707464,0.6451804870409522,0.3847417561483218,0.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Al Green,Fat Possum
235,0.182,0.5589999999999999,270387,0.386,0,3uwqmrJ1SfKoXhfYNHTO4J,0.000788,7,0.111,-8.406,1,Lay It Down,47,2008-01-01,0.0427,121.23200000000001,0.226,2008,2000s,G,Major,G Major,0.17500358828206583,0.049140373652006006,0.8079868451961476,0.496667226567141,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Al Green,Fat Possum
236,0.499,0.614,172587,0.624,0,1u8cDSraOvD9MaQbE7RO0J,0.0020399999999999997,7,0.0707,-8.613,1,"Right Now, Right Now",26,1971-08-14,0.0279,104.088,0.68,1971,1970s,G,Major,G Major,0.11434660686345753,0.031023867848055494,0.8047451256753583,0.42643112609641487,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
237,0.405,0.843,208387,0.359,0,2dll5wkeTKopcgIJiPw8zz,0.0016899999999999999,9,0.0576,-10.231,1,Stand Up,27,1973-01-01,0.0561,86.743,0.8640000000000001,1973,1970s,A,Major,A Major,0.229922747134049,0.03765547222209873,0.7794064677785608,0.3553715622452282,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
238,0.40299999999999997,0.6759999999999999,193440,0.28600000000000003,0,5Awx9fBDBjZtj9owvNOSLP,0.00011999999999999999,7,0.114,-13.3,1,I'm so Lonesome I Could Cry,28,1973-01-01,0.0728,77.558,0.623,1973,1970s,G,Major,G Major,0.2983667734645057,0.03488668477576286,0.7313444522746849,0.3177421535410974,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
239,0.309,0.762,195573,0.45799999999999996,0,0MXldXp69Ua7uWb9MY24C3,0.00872,9,0.0611,-8.626,0,Let's Stay Together,38,2003-01-01,0.0479,101.556,0.5579999999999999,2003,2000s,A,Minor,A Minor,0.19631550067238765,0.035281802433020794,0.8045415394252604,0.4160579456022549,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Al Green,Fat Possum
240,0.163,0.7140000000000001,149333,0.309,0,7gmlRB4Xx8Q5gTQE3bY4rT,0.0005610000000000001,9,0.2,-17.075,0,Gotta Find a New World,28,1969-01-01,0.10099999999999999,111.514,0.295,1969,1960s,A,Minor,A Minor,0.4139429137350971,0.02671628885045769,0.6722261373424164,0.4568542060133311,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Al Green,Fat Possum
241,0.5710000000000001,0.7659999999999999,172760,0.7190000000000001,0,4KAkdpQ03txYI8j55NjR8j,0.0519,1,0.0628,-10.366,1,You Say It,26,1971-08-14,0.0336,105.307,0.96,1971,1970s,Db,Major,Db Major,0.13770774159900262,0.031055914427851848,0.7772923028736982,0.43142516520478025,0.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
242,0.604,0.8540000000000001,170307,0.5489999999999999,0,5JcBaxxrCErCUDDsNtBf8A,0.0105,7,0.0628,-11.032,1,All Because,25,1971-08-14,0.0602,100.17399999999999,0.917,1971,1970s,G,Major,G Major,0.24672637036487968,0.030601519859987936,0.7668624226763763,0.4103961227574962,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
243,0.366,0.488,335600,0.165,0,2dGmF92LjjRFYRonZ5fI5t,0.00313,0,0.127,-17.533,1,Unchained Melody,26,1973-01-01,0.0309,133.845,0.406,1973,1970s,C,Major,C Major,0.12664194093479705,0.06122045231246638,0.6650536371466604,0.5483405778992262,0.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
244,0.358,0.705,192267,0.311,0,0ZPtVZ5asLGjXTxrjTayeZ,0.0108,0,0.10400000000000001,-15.241,1,Livin' for You,25,1973-01-01,0.0296,95.31200000000001,0.537,1973,1970s,C,Major,C Major,0.1213139628372166,0.03466939785032284,0.700947459086994,0.3904773219823755,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
245,0.109,0.6609999999999999,201827,0.433,0,40SxgMXh5FDikmZdNaLDeH,5.59e-05,5,0.0821,-11.145,1,I'm Hooked on You,25,1974-10-02,0.0252,92.17299999999999,0.816,1974,1970s,F,Major,F Major,0.10328080619925196,0.03644029555467628,0.7650927883486024,0.3776173640158793,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
246,0.42100000000000004,0.7440000000000001,260827,0.331,0,2O6AOuCNdPbFPf1fx1piIo,7.58e-05,2,0.14300000000000002,-12.475,0,Hangin' On,24,1974-10-02,0.0272,90.866,0.838,1974,1970s,D,Minor,D Minor,0.11147769558014496,0.04736947594765256,0.7442643489155117,0.37226280362651637,0.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
247,0.439,0.47200000000000003,190027,0.262,0,4YwAFOot8WgOAAhtHp9VhR,0.00292,0,0.11800000000000001,-13.127,1,School Days,24,1974-10-02,0.0379,181.351,0.469,1974,1970s,C,Major,C Major,0.1553310537679226,0.03425445947608102,0.7340537154490643,0.7429647139796224,0.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
248,0.105,0.451,266440,0.27,0,0voaK1qqAxuYHl3Av0Fnk8,0.139,5,0.113,-15.581,0,Something,32,1976-01-01,0.0405,144.765,0.24,1976,1970s,F,Minor,F Minor,0.16598700996308352,0.04840923000775046,0.6956228956228956,0.593077991404845,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Al Green,Fat Possum
249,0.19399999999999998,0.794,253133,0.321,0,7rdQaivUL0YNmN6IGAvGVM,0.00257,11,0.122,-13.308,0,Here I Am (Come And Take Me),44,2005-01-01,0.0326,93.978,0.885,2005,2000s,B,Minor,B Minor,0.1336092969085561,0.045944236728270194,0.7312191684284708,0.38501214710907,0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Al Green,Fat Possum
250,0.0793,0.531,178533,0.149,0,1wgyVw5XL14SW2BV4lBcVi,0.0006230000000000001,9,0.0855,-22.713,0,Summertime,23,1969-01-01,0.042,143.63,0.365,1969,1960s,A,Minor,A Minor,0.1721346769987533,0.03212530694325273,0.5839323467230444,0.5884280862465229,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Al Green,Fat Possum
