,acousticness,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,decade,letter_keys,modes,key_mode,scaled_speech,scaled_duration,scaled_loudness,scaled_tempo,scaled_pop,A Minor,Ab Major,Ab Minor,B Major,B Minor,Bb Major,Bb Minor,C Major,C Minor,D Major,D Minor,Db Major,Db Minor,E Major,E Minor,Eb Major,Eb Minor,F Major,F Minor,F# Major,F# Minor,G Major,G Minor,1930s,1940s,1950s,1960s,1970s,1980s,1990s,2000s,2010s,2020s,artist,label
5187,0.0136,0.816,166707,0.578,1,2iDjCLUOGhJtz5cPHljGVd,1.2e-05,10,0.0412,-4.5360000000000005,0,Ass Drop,61,2014-08-19,0.0986,177.959,0.302,2014,2010s,Bb,Minor,Bb Minor,0.4041066464780255,0.02993465461567074,0.8685929058022082,0.729068257330258,0.61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5188,0.10300000000000001,0.655,197125,0.8490000000000001,1,18NezaQ1GIzJkvZx9hG0bX,0.0,6,0.428,-5.62,0,This Plane,53,2009-11-24,0.136,170.053,0.71,2009,2000s,F#,Minor,F# Minor,0.5573884779007249,0.03556929544945976,0.8516169446402005,0.6966786976988091,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Wiz Khalifa,Atlantic
5189,0.872,0.6579999999999999,335613,0.748,1,3F3N97ZRJJf42YPpwy4iJZ,5.59e-06,5,0.609,-6.3229999999999995,1,The Race,56,2011-03-29,0.201,151.876,0.5710000000000001,2011,2010s,F,Major,F Major,0.8237873827797478,0.06122286043695974,0.8406076266541384,0.6222105690090991,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5190,0.0018100000000000002,0.84,155913,0.6920000000000001,1,0WLhJ2NBuZHuoHY8pLVHJ0,0.0,8,0.344,-5.399,1,Contact (feat. Tyga),75,2020-03-23,0.0356,100.046,0.145,2020,2020s,Ab,Major,Ab Major,0.14590463097989562,0.027935170324793014,0.8550779108918644,0.40987172816695416,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wiz Khalifa,Atlantic
5191,0.00484,0.722,268894,0.779,1,3bwhl6x6S42hMFrwigJaFw,0.0,2,0.0458,-6.412999999999999,1,Mezmorized,53,2010-04-14,0.191,150.04,0.32,2010,2010s,D,Major,D Major,0.7828029358752827,0.04886380981596001,0.83919818338423,0.6146887841010116,0.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5192,0.261,0.685,260080,0.632,1,5zkgL12I3jPd6iOgPotFRB,0.0,9,0.11599999999999999,-7.76,0,Rooftops (feat. Curren$y),55,2011-03-29,0.2439949970121604,87.02,0.251,2011,2010s,A,Minor,A Minor,1.0,0.047231101409456744,0.8181035157779345,0.35650638491382314,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5193,0.217,0.726,289600,0.775,1,0g6mKqhGtUIEoLSmV8ozi8,0.0,2,0.212,-4.1739999999999995,1,Remember You (feat. The Weeknd),54,2012-12-04,0.2439949970121604,127.943,0.777,2012,2010s,D,Major,D Major,1.0,0.05269939641285776,0.8742619998433953,0.5241610710759512,0.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5194,0.0265,0.565,210467,0.585,1,6TL5uq31JarmrpEGTNNyKG,0.0,1,0.27399999999999997,-5.723,0,Promises,60,2014-08-19,0.0536,140.8,0.259,2014,2010s,Db,Minor,Db Minor,0.21967663540793275,0.03804077214103755,0.8500039151201942,0.5768340495962573,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5195,0.126,0.7829999999999999,186373,0.662,1,1eL8wZKx7CVJVbZG12becL,0.0,7,0.10099999999999999,-6.124,1,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),59,2014-08-19,0.0415,96.98700000000001,0.523,2014,2010s,G,Major,G Major,0.17008545465353003,0.03357759125309907,0.8437240623287134,0.3973395168195469,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5196,0.049,0.898,211319,0.46799999999999997,1,34TAFsrcHSBvLxhXZMBRSF,0.0,4,0.107,-7.5310000000000015,0,"Y U Mad (feat. Megan Thee Stallion, Ty Dolla $ign & Mustard)",72,2020-04-20,0.067,100.052,0.171,2020,2020s,E,Minor,E Minor,0.2745957942599159,0.038198596915525955,0.8216897658758124,0.4098963091633859,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wiz Khalifa,Atlantic
5197,0.0236,0.7509999999999999,241613,0.8059999999999999,1,3GzjG6Qah8cplpj5YAURLK,0.0,11,0.134,-6.1,1,Say Yeah,50,2008-01-22,0.0602,142.015,0.685,2008,2000s,B,Major,B Major,0.24672637036487968,0.043810267946455164,0.8440999138673557,0.581811701373668,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wiz Khalifa,Atlantic
5198,0.426,0.7240000000000001,226840,0.586,1,3fLkVBQOk72E64f4pQR1PL,0.0,5,0.152,-6.9460000000000015,0,Wake Up,54,2011-03-29,0.188,172.067,0.6759999999999999,2011,2010s,F,Minor,F Minor,0.7705076018039432,0.041073712320261295,0.830851147130217,0.7049297188343693,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5199,0.00293,0.6509999999999999,232773,0.741,0,2QJnTfMpNG05KFf2E3gVIJ,1.2e-05,4,0.217,-5.067,0,Go Hard or Go Home,62,2015-03-17,0.0408,168.02,0.386,2015,2010s,E,Minor,E Minor,0.16721654337021746,0.04217274329096516,0.8602771905097487,0.6883498367412154,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5200,0.26899999999999996,0.775,199971,0.629,1,6TkwBmyNs21ihKTi8Bp0eo,0.0,8,0.111,-5.315,1,High Today (feat. Logic),70,2020-04-20,0.0669,112.835,0.278,2020,2020s,Ab,Major,Ab Major,0.2741859497908713,0.03609648947316164,0.8563933912771123,0.4622661220610346,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wiz Khalifa,Atlantic
5201,0.00406,0.627,206651,0.857,1,7brXjvggoqqbXX7W4hRPjZ,0.0,6,0.8540000000000001,-4.2669999999999995,0,Still Blazin,53,2010-04-14,0.2439949970121604,144.22,0.6729999999999999,2010,2010s,F#,Minor,F# Minor,1.0,0.03733389498206133,0.8728055751311566,0.5908452175623027,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5202,0.0294,0.758,222180,0.7559999999999999,1,1rZah1UGXvgiQCqLVlq4hS,0.0,10,0.0906,-5.059,0,King of Everything,59,2015-10-16,0.138,145.06799999999996,0.406,2015,2010s,Bb,Minor,Bb Minor,0.5655853672816179,0.04021049230956181,0.8604024743559628,0.5943193317246436,0.59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5203,0.12,0.9159999999999999,195591,0.493,1,1RagpNpkD3KcjXMLGMe99V,2.63e-06,1,0.21100000000000002,-7.371,0,Fr Fr (feat. Lil Skies),67,2018-07-13,0.162,140.05700000000002,0.327,2018,2010s,Db,Minor,Db Minor,0.6639480398523341,0.03528513675924238,0.8241954428000939,0.5737901028714701,0.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5204,0.44299999999999995,0.74,200347,0.723,1,6qa6a2fsCbLMkSIoZEfvTJ,0.0,11,0.149,-4.523,0,Fly Solo,52,2011-03-29,0.0716,82.01799999999999,0.919,2011,2010s,B,Minor,B Minor,0.29344863983596986,0.036166139843123654,0.8687964920523061,0.33601402755529697,0.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5205,0.13699999999999998,0.636,238933,0.631,1,1yttad0Kae5LQeuBdIaOKQ,0.0,0,0.0988,-6.859,1,Hopes & Dreams,51,2011-03-29,0.20800000000000002,140.726,0.578,2011,2010s,C,Major,C Major,0.8524764956128734,0.043313823820130146,0.8322136089577951,0.5765308839736001,0.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5206,0.275,0.563,294027,0.7040000000000001,1,4Jgt0PEIv2b7hMHoCHPLbQ,0.0,1,0.114,-4.76,1,The Plan (feat. Juicy J),51,2012-12-04,0.107,120.005,0.3720000000000001,2012,2010s,Db,Major,Db Major,0.4385335818777762,0.053519455423022264,0.865084958108214,0.49164041279686677,0.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5207,0.0664,0.71,249178,0.799,1,45u83Y1YHDC1nYve0NGozt,0.0,10,0.389,-3.2689999999999997,1,KK (feat. Project Pat & Juicy J),55,2014-08-19,0.0592,150.026,0.28,2014,2010s,Bb,Major,Bb Major,0.2426279256744332,0.0452116111612495,0.8884347349463629,0.614631428442671,0.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5208,0.0178,0.852,207391,0.764,1,6LTsvaebP6V9tJFvZxqi5M,0.0,8,0.336,-4.283,0,Pull Up (feat. Lil Uzi Vert),59,2016-05-25,0.0631,132.981,0.266,2016,2010s,Ab,Minor,Ab Minor,0.25861185996717456,0.03747097283783764,0.8725550074387284,0.5448009144130673,0.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5209,0.0564,0.75,170658,0.6629999999999999,1,6eF9HLVa6k163wJyHjbN4V,0.0,4,0.0583,-5.2589999999999995,1,Still Wiz,69,2020-04-20,0.174,180.041,0.374,2020,2020s,E,Major,E Major,0.7131293761376921,0.030666539221308863,0.8572703782006108,0.7375978630920436,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wiz Khalifa,Atlantic
5210,0.225,0.75,269280,0.737,1,0Swx0M6iLt0Lr5nN33YCEB,0.0,8,0.0661,-5.815,1,Cameras,51,2011-03-29,0.0279,95.012,0.5710000000000001,2011,2010s,Ab,Major,Ab Major,0.11434660686345753,0.048935312589378464,0.8485631508887324,0.38924827216079255,0.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5211,0.162,0.647,208507,0.696,1,0wVAhoXZM7tl1pnLaupf1F,0.0,7,0.424,-5.169,0,Paperbond,52,2012-12-04,0.106,149.97799999999995,0.265,2012,2010s,G,Minor,G Minor,0.4344351371873297,0.03767770106357597,0.8586798214705192,0.6144347804712176,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Wiz Khalifa,Atlantic
5212,0.0498,0.833,185787,0.325,0,17XvbAd3K1GOjWy5uQvK2U,0.0674,1,0.15,-10.093,0,Baby,56,2009-10-23,0.0404,102.02,0.8640000000000001,2009,2000s,Db,Minor,Db Minor,0.16557716549403886,0.03346904041055188,0.7815676141257536,0.4179588759929699,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Devendra Banhart,XL
5213,0.5670000000000001,0.5579999999999999,278213,0.377,0,5GiygyFRSZ2jey4almSmrL,0.861,9,0.135,-13.967,0,Shabop Shalom,41,2007-09-25,0.0316,103.523,0.617,2007,2000s,A,Minor,A Minor,0.12951085221810962,0.05059006459701333,0.720898911596586,0.42411641559910035,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Devendra Banhart,XL
5214,0.58,0.606,289293,0.67,0,3DcOHXhZDqgXfSbRhwpacD,0.138,4,0.11199999999999999,-10.494000000000002,0,Carmensita,40,2007-09-25,0.0472,124.65799999999999,0.768,2007,2000s,E,Minor,E Minor,0.1934465893890751,0.05264252762674515,0.775287761334273,0.5107029755296181,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Devendra Banhart,XL
5215,0.903,0.693,204507,0.4,0,4r7iDEGdW2Gw9hJlCbi5qL,0.8029999999999999,2,0.0986,-11.630999999999998,1,Mi Negrita,58,2013-03-08,0.0319,117.954,0.573,2013,2010s,D,Major,D Major,0.13074038562524354,0.03693673968100131,0.757481794691097,0.4832378088499781,0.58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Devendra Banhart,XL
5216,0.925,0.539,275493,0.377,0,0kBh6vvWzdzomwviQXL7PN,0.24100000000000002,2,0.16699999999999998,-12.239,1,Santa Maria de Feira,55,2005-09-12,0.0333,106.89399999999999,0.713,2005,2000s,D,Major,D Major,0.13647820819186868,0.05008621085686256,0.747960222378827,0.4379268387609539,0.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Devendra Banhart,XL
5217,0.121,0.508,176613,0.831,0,1vWGa8yC21ZELs9dAhiC2Q,5.56e-06,5,0.35200000000000004,-5.273,0,Starry Eyed,48,2010-01-01,0.0333,149.915,0.65,2010,2010s,F,Minor,F Minor,0.13647820819186868,0.031769645479616894,0.8570511314697362,0.6141766800086853,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5218,0.0721,0.703,244267,0.731,0,11ozIUBoXAgRTVWelDn4pL,0.0019100000000000002,8,0.138,-6.2829999999999995,0,Lights,47,2010-01-01,0.0311,120.02799999999999,0.7190000000000001,2010,2010s,Ab,Minor,Ab Minor,0.12746162987288634,0.04430189582379346,0.8412340458852087,0.4917346399498548,0.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5219,0.115,0.664,179759,0.743,1,0wsfdPl7p3yKjQBmHQsaDn,0.0,5,0.34,-7.114,1,Worry About Me (feat. blackbear),70,2020-03-13,0.20600000000000002,161.885,0.534,2020,2020s,F,Major,F Major,0.8442796062319804,0.03235241160701187,0.8282201863597213,0.6632157678898444,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ellie Goulding,Interscope
5220,0.0297,0.682,210853,0.795,0,5aTsxlQlq0vIedDWZoqMWN,0.0391,8,0.131,-6.17,0,Lights - Single Version,64,2010-01-01,0.0367,120.008,0.78,2010,2010s,Ab,Minor,Ab Minor,0.1504129201393868,0.038112274914456006,0.8430036802129826,0.4916527032950826,0.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5221,0.0398,0.6579999999999999,227423,0.8140000000000001,0,3ZCDG0nujwGfxrEmZlZoEt,0.0,1,0.114,-6.157,0,Something In The Way You Move,52,2015-11-13,0.0493,109.00399999999999,0.316,2015,2010s,Db,Minor,Db Minor,0.20205332323901276,0.04118170744177155,0.8432072664630805,0.44657115583942053,0.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5222,0.0283,0.6829999999999999,211800,0.789,0,5qftsSFD6Qgndcx13SSqQj,0.0492,8,0.11199999999999999,-6.1320000000000014,0,Lights - Single Version,42,2011-01-01,0.0353,120.01299999999999,0.809,2011,2010s,Ab,Minor,Ab Minor,0.14467509757276167,0.03828769752178056,0.8435987784824994,0.49167318745877564,0.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5223,0.5529999999999999,0.473,240867,0.518,0,3odrUVQ9tvRpkC9II2oWzx,1.26e-06,1,0.111,-8.1,1,"Still Falling For You - From ""Bridget Jones's Baby""",64,2016-08-19,0.0405,96.12899999999999,0.18,2016,2010s,Db,Major,Db Major,0.16598700996308352,0.04367207864860499,0.812778952313836,0.3938244343298196,0.64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5224,0.0323,0.68,210634,0.799,0,44906V2WC6k59u06A8CO9D,0.0459,8,0.12300000000000001,-5.805,0,Lights - Single Version,46,2013-01-01,0.0347,120.031,0.7440000000000001,2013,2010s,Ab,Minor,Ab Minor,0.1422160307584938,0.038071707278760046,0.8487197556964999,0.49174693044807066,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5225,0.0283,0.6829999999999999,211800,0.789,0,7gUpO6td4OOnu0Lf9vhcIV,0.0492,8,0.11199999999999999,-6.1320000000000014,0,Lights - Single Version,63,2010-01-01,0.0353,120.01299999999999,0.809,2010,2010s,Ab,Minor,Ab Minor,0.14467509757276167,0.03828769752178056,0.8435987784824994,0.49167318745877564,0.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5226,0.10800000000000001,0.657,186223,0.768,0,6kls8cSlUyHW2BUOkDJIZE,0.0,8,0.14400000000000002,-4.628,1,Hate Me (with Juice WRLD),84,2019-06-26,0.0507,75.025,0.759,2019,2010s,Ab,Major,Ab Major,0.20779114580563787,0.033549805201252524,0.8671521415707463,0.30736487621419883,0.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5227,0.31,0.5589999999999999,231212,0.777,0,0xMd5bcWTbyXS7wPrBtZA6,0.0,1,0.105,-5.0310000000000015,1,Burn,66,2013-01-01,0.0432,87.016,0.32899999999999996,2013,2010s,Db,Major,Db Major,0.1770528106272891,0.0418835831114154,0.860840967817712,0.35648999758286876,0.66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5228,0.247,0.262,252534,0.606,0,2l8w0zZVn4AZNuzrht7MRT,0.0,8,0.125,-6.646,1,"Love Me Like You Do - From ""Fifty Shades Of Grey""",67,2015-11-13,0.0484,189.857,0.275,2015,2010s,Ab,Major,Ab Major,0.1983647230176109,0.04583327776122964,0.8355492913632449,0.7778123732542372,0.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5229,0.0969,0.574,182623,0.758,1,5JEx7HbmvHQQswJCsoo9rA,0.0,1,0.395,-5.029,0,Close To Me (with Diplo) (feat. Swae Lee),79,2018-10-24,0.0621,144.111,0.4920000000000001,2018,2010s,Db,Minor,Db Minor,0.25451341527672805,0.03288293995693532,0.8608722887792656,0.5903986627937942,0.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5230,0.295,0.512,154435,0.304,0,0ZPfDxZn5O0L84wvPSN2iG,0.0006219999999999999,0,0.11800000000000001,-9.19,1,How Long Will I Love You - Bonus Track,61,2013-01-01,0.0318,126.07799999999999,0.172,2013,2010s,C,Major,C Major,0.1303305411561989,0.027661385093931675,0.7957090282671678,0.5165204780184439,0.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5231,0.433,0.7020000000000001,286322,0.7809999999999999,0,7C7yqFTM0ncyJ04GIKrxdV,0.0,0,0.135,-4.081,1,Anything Could Happen,57,2012-01-01,0.03,102.99700000000001,0.382,2012,2010s,C,Major,C Major,0.12295334071339518,0.05209217855983782,0.8757184245556339,0.4219614815785917,0.57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5232,0.258,0.7020000000000001,213445,0.705,0,4nS1sut0R2mgmFitKIShVe,5.93e-06,0,0.0879,-6.666,1,On My Mind,60,2015-11-13,0.0543,154.911,0.743,2015,2010s,C,Major,C Major,0.2225455466912453,0.03859241789036439,0.8352360817477097,0.6346444563707798,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5233,0.9359999999999999,0.48,191813,0.195,0,2mN9PvVZX0thvOclMwQAju,0.000762,10,0.18,-11.952,1,Your Song,54,2010-01-01,0.0313,133.563,0.41100000000000003,2010,2010s,Bb,Major,Bb Major,0.12828131881097565,0.03458529873340061,0.7524547803617572,0.5471852710669382,0.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5234,0.268,0.669,201072,0.8009999999999999,0,4PkIDTPGedm0enzdvilLNd,0.0,8,0.0594,-5.445,1,Sixteen,78,2019-04-12,0.136,109.919,0.541,2019,2010s,Ab,Major,Ab Major,0.5573884779007249,0.03630043909371532,0.8543575287761335,0.4503197577952485,0.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5235,0.0035600000000000002,0.528,276560,0.775,0,3nPpCn5nYTMg0ajmzv57Jq,0.542,1,0.778,-4.877,1,Lights - Bassnectar Remix,51,2011-01-01,0.0285,140.015,0.261,2011,2010s,Db,Major,Db Major,0.11680567367772544,0.050283862305664354,0.8632526818573331,0.5736180358964484,0.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5236,0.00489,0.529,276627,0.804,0,4qxUFzBKlmP98kIRKFszju,0.69,1,0.779,-4.882,1,Lights - Bassnectar Remix - Bonus Track,49,2011-01-01,0.028999999999999998,140.004,0.316,2011,2010s,Db,Major,Db Major,0.11885489602294867,0.05029627340882248,0.8631743794534493,0.5735729707363237,0.49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5237,0.253,0.258,250267,0.659,0,1ip2IGDWMrUmlaepEbWlL8,0.0,5,0.111,-5.903,0,"Love Me Like You Do - From ""Fifty Shades Of Grey""",62,2015-02-10,0.0596,189.558,0.272,2015,2010s,F,Minor,F Minor,0.24426730355061177,0.04541333789765545,0.8471850285803775,0.7765874202653928,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ellie Goulding,Interscope
5238,0.973,0.415,207373,0.262,0,1GofdWoWnV6F7sozQfoE79,2.58e-06,9,0.106,-12.53,1,I Know You Care,2,2020-06-12,0.0333,105.861,0.311,2020,2020s,A,Major,A Major,0.13647820819186868,0.03746763851161605,0.7434030224727899,0.43369481054197007,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ellie Goulding,Interscope
5239,0.262,0.45299999999999996,148689,0.316,0,2LQ1S3qrZdQrV0otQOtdGX,0.0008939999999999998,0,0.135,-8.525,1,How Long Will I Love You,1,2020-06-12,0.0316,125.62799999999999,0.177,2020,2020s,C,Major,C Major,0.12951085221810962,0.026596994067863172,0.8061232479837132,0.5146769032860695,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ellie Goulding,Interscope
5240,0.262,0.45299999999999996,148689,0.316,0,2qND8W95D4UIab4MszDGyS,0.0008939999999999998,0,0.135,-8.525,1,How Long Will I Love You,3,2020-06-12,0.0316,125.62799999999999,0.177,2020,2020s,C,Major,C Major,0.12951085221810962,0.026596994067863172,0.8061232479837132,0.5146769032860695,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ellie Goulding,Interscope
5241,0.262,0.45299999999999996,148689,0.316,0,3AMQUcKmht3G7PhvTJYuZ4,0.0008939999999999998,0,0.135,-8.525,1,How Long Will I Love You,0,2020-06-05,0.0316,125.62799999999999,0.177,2020,2020s,C,Major,C Major,0.12951085221810962,0.026596994067863172,0.8061232479837132,0.5146769032860695,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ellie Goulding,Interscope
5242,0.932,0.491,188733,0.3670000000000001,0,54OjRoNNwpExHizhCKhddk,0.0008759999999999999,10,0.111,-7.164,1,Your Song,0,2020-06-05,0.0308,134.105,0.455,2020,2020s,Bb,Major,Bb Major,0.1262320964657524,0.03401475846881812,0.8274371623208833,0.5494057544112646,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ellie Goulding,Interscope
