,acousticness,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,decade,letter_keys,modes,key_mode,scaled_speech,scaled_duration,scaled_loudness,scaled_tempo,scaled_pop,A Major,A Minor,Ab Major,Ab Minor,B Major,B Minor,Bb Major,Bb Minor,C Major,C Minor,D Major,D Minor,Db Major,Db Minor,E Major,E Minor,Eb Major,Eb Minor,F Major,F Minor,F# Major,F# Minor,G Major,G Minor,1920s,1930s,1940s,1950s,1960s,1970s,1980s,1990s,2000s,2010s,2020s,artist,label
756,0.5329999999999999,0.746,112213,0.5539999999999999,0,5oZN9UNY1xxnfYQlGzbL6q,1.4800000000000002e-05,1,0.299,-6.141,1,That's All Over,20,1958-11-01,0.036000000000000004,87.45,0.789,1958,1950s,Db,Major,Db Major,0.14754400885607424,0.01984016722016482,0.8434578341555087,0.35826802299142535,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
757,0.9059999999999999,0.647,117040,0.526,0,3YPTYWasmdb0UoMp230b9M,0.00782,1,0.0727,-10.213,1,I Want to Go Home,22,1959-09-01,0.0795,178.794,0.96,1959,1950s,Db,Major,Db Major,0.3258263528904973,0.020734322368586793,0.7796883564325425,0.7324891126669972,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
758,0.688,0.774,116467,0.795,0,4kJyV6u8MrjI1xicwDrFwB,2.6899999999999997e-05,10,0.0903,-7.181,1,Katy Too,23,1959-01-01,0.0765,107.65899999999999,0.9359999999999999,1959,1950s,Bb,Major,Bb Major,0.31353101881915774,0.020628179650532975,0.8271709341476784,0.4410609158059904,0.23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
759,0.765,0.7959999999999999,121855,0.504,0,0Y39pN5MMK9fAOvRT8jO6g,0.000778,1,0.095,-10.037,1,Luther Played the Boogie,23,1959-01-01,0.0291,102.734,0.956,1959,1950s,Db,Major,Db Major,0.11926474049199334,0.021626254632861046,0.7824446010492523,0.42088401456833724,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
760,0.501,0.8959999999999999,131706,0.447,0,0LDEVRtXqKjK2ClH3eNUbT,0.0,5,0.213,-13.110999999999999,1,Get Rhythm (2017 Remaster),21,1959-10-31,0.0565,110.727,0.961,1959,1950s,F,Major,F Major,0.23156212501022763,0.023451057277796797,0.7343042831414925,0.45362999864804526,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
761,0.956,0.489,167307,0.188,0,0VBvfzawnoYVVXsHLF5jwK,0.0,7,0.11199999999999999,-11.732999999999999,1,(There'll Be) Peace In the Valley (For Me) (with The Carter Family),28,1963-08-06,0.0289,84.939,0.298,1963,1960s,G,Major,G Major,0.11844505155390403,0.03004579882305694,0.7558844256518676,0.3479808759847762,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
762,0.9670000000000001,0.6859999999999999,152267,0.4970000000000001,0,7FIcV2kEiO2mvvMbxU5Jkn,0.00041600000000000003,0,0.105,-10.422,0,The Little Drummer Boy,31,1963-11-14,0.0579,118.87100000000001,0.5589999999999999,1963,1960s,C,Minor,C Minor,0.23729994757685272,0.027259784024576208,0.7764153159501997,0.48699460447128334,0.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
763,0.828,0.619,168880,0.5529999999999999,0,11qscao5okBNpoBOfV48RU,0.00235,10,0.132,-9.604,1,Remember the Alamo,26,1963-08-06,0.0568,122.647,0.447,1963,1960s,Bb,Major,Bb Major,0.23279165841736157,0.030337181886754425,0.7892255892255893,0.5024642448922738,0.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
764,0.9390000000000001,0.41100000000000003,173880,0.29,0,2N9GtFf2c2akn61xmcy9DQ,0.0,8,0.12300000000000001,-11.274000000000001,1,Forty Shades of Green,28,1963-08-06,0.0332,109.455,0.406,1963,1960s,Ab,Major,Ab Major,0.13606836372282402,0.03126338361497275,0.7630725863284004,0.4484188274045336,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
765,0.743,0.58,368653,0.3670000000000001,0,3xM5kAaPR97799jqNiIb0N,0.000526,9,0.10800000000000001,-13.732999999999999,1,As Long As the Grass Shall Grow,27,1964-10-01,0.0849,98.62700000000001,0.387,1964,1960s,A,Major,A Major,0.3479579542189084,0.06734320145702646,0.7245634640983479,0.40405832251086693,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
766,0.528,0.7959999999999999,167800,0.445,0,1LZ80K1CYHm1jJnDlJ8HiA,0.087,9,0.0858,-12.868,1,Wreck of the Old 97,27,1964-06-13,0.0684,116.363,0.711,1964,1960s,A,Major,A Major,0.28033361682654107,0.030137122313459268,0.7381097799702451,0.47671974796284994,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
767,0.491,0.643,183800,0.5539999999999999,0,44Pcg6x09ipUmsQTHZOzxu,2.08e-05,7,0.14800000000000002,-9.655,1,It Ain't Me Babe,27,1965-02-15,0.0359,105.81200000000001,0.726,1965,1960s,G,Major,G Major,0.1471341643870296,0.03310096784375792,0.7884269047059745,0.4334940657377782,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
768,0.927,0.373,146880,0.11599999999999999,0,72VXZ13HqysGEB4ga75EUj,1.1e-05,1,0.0864,-14.088,1,Amazing Grace,34,1975-01-02,0.0276,77.209,0.245,1975,1970s,Db,Major,Db Major,0.11311707345632357,0.02626189428259378,0.7190039934225981,0.3163123589153226,0.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Johnny Cash,Third Man
769,0.6409999999999999,0.5720000000000001,221053,0.47100000000000003,0,1oQnkSQhOQSSPCN0Hb9DCf,0.0,9,0.145,-14.218,1,The Gambler,40,1978-12-01,0.0607,96.852,0.785,1978,1970s,A,Major,A Major,0.24877559271010294,0.040001726440021396,0.7169681309216193,0.3967864443998345,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Johnny Cash,Third Man
770,0.7979999999999999,0.862,163046,0.484,0,4w9zNH0jhhHOc08YLAN9oe,0.0009960000000000001,10,0.105,-11.183,1,I Walk the Line,15,1956-01-01,0.0421,105.834,0.787,1956,1950s,Bb,Major,Bb Major,0.17254452146779792,0.02925648971026928,0.7644976900790855,0.4335841960580276,0.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
771,0.649,0.878,145576,0.414,0,2B0qspSgTDLBoGjC2wKPbk,5.3700000000000004e-05,5,0.107,-12.637,1,Cry! Cry! Cry! (2017 Remaster),19,1957-10-11,0.0545,103.65700000000001,0.904,1957,1950s,F,Major,F Major,0.2233652356293346,0.02602034087187444,0.7417273510296767,0.4246653911860741,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
772,0.316,0.591,128261,0.502,0,4l0wUGtoiRol9esuvChXzN,0.0,1,0.111,-12.609000000000002,1,Rock Island Line (2017 Remaster),19,1957-10-11,0.2439949970121604,124.641,0.6940000000000001,1957,1950s,Db,Major,Db Major,1.0,0.02281290428705437,0.7421658444914259,0.5106333293730617,0.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
773,0.8640000000000001,0.622,158718,0.503,0,7xXt7CpMGO5OG0GkXOt3nB,0.0026100000000000003,3,0.0995,-7.0829999999999975,1,You're the Nearest Thing to Heaven,19,1958-11-13,0.0313,82.056,0.8109999999999999,1958,1950s,Eb,Major,Eb Major,0.12828131881097565,0.028454769494323493,0.8287056612638009,0.3361697071993642,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
774,0.782,0.637,116360,0.358,0,6NXg90ROJGVecHMl0aiHf2,0.0,8,0.10099999999999999,-9.376,1,Pickin' Time,19,1958-11-01,0.2439949970121604,155.018,0.5479999999999999,1958,1950s,Ab,Major,Ab Major,1.0,0.020608358933549103,0.7927961788426905,0.635082817473811,0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
775,0.615,0.855,162629,0.41700000000000004,0,1QOW1JEWkbYEOyBlq81P2j,0.00133,10,0.10099999999999999,-14.995,1,I Walk the Line (2017 Remaster),16,1958-11-13,0.0471,105.84200000000001,0.792,1958,1950s,Bb,Major,Bb Major,0.19303674492003045,0.02917924448613587,0.704799937358077,0.4336169707199365,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
776,0.838,0.672,133333,0.564,0,5yrEDH9bh0UgOoCwS7NmKZ,6.720000000000001e-05,10,0.147,-9.19,1,The Troubadour,18,1958-11-01,0.0499,82.865,0.8490000000000001,1958,1950s,Bb,Major,Bb Major,0.20451239005328067,0.02375244332015904,0.7957090282671678,0.33948404488489947,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
777,0.847,0.7290000000000001,105960,0.47,0,0L59P66UoVrWoZHnUoT71p,0.0,8,0.102,-9.395,1,I Call Him,19,1959-05-01,0.0608,90.697,0.8340000000000001,1959,1950s,Ab,Major,Ab Major,0.2491854371791476,0.018681859338854977,0.7924986297079322,0.37157043889369135,0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
778,0.924,0.618,152600,0.387,0,1w9DqqjxawyEE12wdvG6KL,1.65e-06,5,0.0975,-10.713,1,I Saw a Man,20,1959-05-01,0.0354,113.801,0.4320000000000001,1959,1950s,F,Major,F Major,0.14508494204180633,0.027321469059675547,0.7718581160441625,0.4662236624865317,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
779,0.841,0.62,156533,0.6409999999999999,0,036B7lKiRkLerLGI6EHtEr,8.37e-05,10,0.204,-7.593,1,Thanks a Lot,21,1959-01-01,0.0463,83.459,0.94,1959,1950s,Bb,Major,Bb Major,0.18975798916767325,0.028050019339092087,0.8207188160676533,0.3419175635316337,0.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
780,0.7809999999999999,0.6,128587,0.3670000000000001,0,7CbtzSjCBFm4LdFGgnE6ge,0.000103,10,0.253,-10.327,1,The Great Speckle Bird,20,1959-09-01,0.0288,139.863,0.68,1959,1950s,Bb,Major,Bb Major,0.11803520708485939,0.022873292639734203,0.7779030616239919,0.5729953173201798,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
781,0.9470000000000001,0.5589999999999999,113827,0.20600000000000002,0,1HNdxa9UeU28ISplkZqbqS,0.0013800000000000002,3,0.152,-13.695,1,Are All the Children In,18,1959-05-01,0.0417,98.48299999999999,0.467,1959,1950s,Eb,Major,Eb Major,0.17090514359161932,0.020139145138033696,0.7251585623678647,0.403468378596507,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
782,0.591,0.237,158027,0.27,0,4cqVdKrUyjRBDw5r5vkOGO,2.9100000000000013e-05,8,0.0687,-10.783,1,I'm So Lonesome I Could Cry,19,1960-01-01,0.0298,197.735,0.321,1960,1960s,Ab,Major,Ab Major,0.12213365177530588,0.028326768415483723,0.7707618823897894,0.8100872215690051,0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
783,0.73,0.669,149653,0.35600000000000004,0,2AaRffJgofvBgkFNrE7eOI,2.71e-06,5,0.0785,-11.527999999999999,1,Seasons of My Heart,19,1960-01-01,0.032,120.74700000000001,0.499,1960,1960s,F,Major,F Major,0.1311502300942882,0.026775565761063665,0.7590948242111033,0.4946802626889153,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
784,0.6579999999999999,0.5579999999999999,299160,0.669,0,6LWwGbMekqHFLMHpDhWrNE,3.41e-06,5,0.23600000000000002,-10.649000000000001,0,Loading Coal,18,1960-09-01,0.2439949970121604,105.054,0.484,1960,1960s,F,Minor,F Minor,1.0,0.0544702941172112,0.7728603868138753,0.43038866652191193,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
785,0.527,0.628,121253,0.648,0,7bkf6aP5YaYnyjktwuMStv,1.91e-05,10,0.249,-8.551,1,I Feel Better All Over,18,1960-01-01,0.0306,107.654,0.93,1960,1960s,Bb,Major,Bb Major,0.12541240752766308,0.02151473994478356,0.8057160754835173,0.44104043164229734,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
786,0.7959999999999999,0.6409999999999999,136027,0.525,0,6yud4QwlsCkTLdW0ufrwEJ,1.21e-05,7,0.0944,-11.152999999999999,1,Busted,24,1963-02-01,0.0683,160.437,0.541,1963,1960s,G,Major,G Major,0.2799237723574964,0.024251480811323077,0.7649675045023883,0.6572835540843375,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
787,0.943,0.609,243160,0.34700000000000003,0,45laFQvDsNpxKQzofGWzCV,3.37e-05,2,0.171,-11.425,1,The Big Battle,25,1963-08-06,0.034,81.926,0.585,1963,1960s,D,Major,D Major,0.13934711947518122,0.044096834761165916,0.7607078537311096,0.3356371189433449,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
788,0.938,0.6629999999999999,141653,0.228,0,3X3H5XXg5tGZXzVvJTxxWg,0.0063100000000000005,10,0.099,-14.347000000000001,1,Give My Love to Rose,26,1964-06-13,0.0514,93.23299999999999,0.647,1964,1960s,Bb,Major,Bb Major,0.21066005708895044,0.02529364299591434,0.7149479289014173,0.3819600067188057,0.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
789,0.92,0.665,192347,0.313,0,1eF0kl9Z76WsGAK6yEewQK,6.759999999999999e-05,4,0.307,-15.467,1,25 Minutes to Go,24,1965-09-01,0.047,110.557,0.7490000000000001,1965,1960s,E,Major,E Major,0.1926269004509858,0.03468421707797433,0.6974081904314463,0.4529335370824816,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
790,0.892,0.586,114427,0.486,0,4qjNE3VYN3XyWHif47j4vP,0.0264,10,0.198,-11.061,1,Guess Things Happen That Way,27,1966-06-15,0.0976,76.933,0.946,1966,1960s,Bb,Major,Bb Major,0.40000820178757907,0.020250289345419895,0.7664082687338502,0.31518163307946634,0.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
791,0.823,0.48700000000000004,249360,0.674,0,1MfrVfuY5ql27i45rfIXzN,0.0006,10,0.888,-11.663,1,"San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969 (Version 1)",38,1969-06-05,0.2439949970121604,83.84100000000002,0.6609999999999999,1969,1960s,Bb,Major,Bb Major,1.0,0.04524532490415664,0.7569806593062408,0.34348255363778274,0.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Johnny Cash,Third Man
792,0.294,0.622,196027,0.679,0,66bdyGKwL5FSXahV9IgnWP,1.07e-06,7,0.35100000000000003,-9.95,1,Cat's In The Cradle,48,1990-01-01,0.115,163.754,0.715,1990,1990s,G,Major,G Major,0.47132113940134823,0.03536590154994302,0.7838070628768303,0.670872748278306,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Johnny Cash,Third Man
793,0.909,0.685,207000,0.267,0,3Prk96Esj2yy7RHfseIWOG,0.00511,9,0.105,-11.609000000000002,1,Give My Love To Rose,52,2002-01-01,0.0381,131.05700000000002,0.33799999999999997,2002,2000s,A,Major,A Major,0.1561507427060119,0.03739854386269097,0.7578263252681857,0.5369186082239822,0.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Johnny Cash,Third Man
794,0.965,0.669,152707,0.5329999999999999,0,0bgmMqxSjBA6Op435lCOnW,0.00036,0,0.109,-10.647,0,The Little Drummer Boy,1,1951-01-01,0.0553,119.15799999999999,0.522,1951,1950s,C,Minor,C Minor,0.2266439913816918,0.02734128977665942,0.7728917077754288,0.48817039546726426,0.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
795,0.514,0.7120000000000001,133832,0.34600000000000003,0,2RL9NQu3XZVOXnih0DBjZ3,3.57e-06,6,0.11199999999999999,-13.023,1,I Was There When It Happened (2017 Remaster),21,1957-10-11,0.0927,134.236,0.7390000000000001,1957,1950s,F#,Major,F# Major,0.3799258228043912,0.02384487825263523,0.7356824054498474,0.5499424395000225,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
796,0.527,0.727,142416,0.25,0,1xfSau2RQs1sTOioE7qq1V,2.09e-06,6,0.133,-13.543,1,I Heard That Lonesome Whistle (2017 Remaster),17,1957-10-11,0.0358,92.854,0.583,1957,1950s,F#,Major,F# Major,0.14672431991798493,0.025434981379640457,0.7275389554459323,0.3804073071108726,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
797,0.24600000000000002,0.41700000000000004,110185,0.563,0,5dd1eFhbrbqCkjumjY8akH,0.0,6,0.147,-12.786,1,Country Boy (2017 Remaster),17,1957-10-11,0.10400000000000001,211.921,0.9109999999999999,1957,1950s,F#,Major,F# Major,0.4262382478064367,0.019464499799199467,0.7393939393939394,0.8682048907989234,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
798,0.909,0.452,108000,0.514,0,19uCyfUQnRgOAXVUAczJYe,1.99e-05,10,0.3670000000000001,-7.9,1,I Can't Help It,16,1958-11-13,0.0332,123.26,0.625,1958,1950s,Bb,Major,Bb Major,0.13606836372282402,0.019059749643968057,0.815911048469188,0.5049756033610416,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
799,0.4370000000000001,0.7070000000000001,169853,0.3,0,3RzVx12FaYpVZs2gfhk9T6,8.52e-06,10,0.124,-11.295,1,Suppertime,16,1958-11-01,0.0383,111.588,0.48200000000000004,1958,1950s,Bb,Major,Bb Major,0.1569704316441012,0.030517420743065713,0.7627437162320884,0.45715737163598824,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
800,0.883,0.639,116547,0.44299999999999995,0,0y0zsLrP7WXS5Emdb5XYRY,0.0,3,0.12300000000000001,-9.74,1,He'll Be a Friend,18,1959-05-01,0.0587,80.30199999999998,0.7879999999999999,1959,1950s,Eb,Major,Eb Major,0.24057870332920994,0.020642998878184465,0.78709576383995,0.32898386257584256,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
801,0.851,0.732,133592,0.431,0,6x2anG9HNThGqUzoZYMeJh,0.0113,10,0.163,-10.825999999999999,1,Goodbye Little Darlin',20,1959-01-01,0.0467,127.086,0.7809999999999999,1959,1950s,Bb,Major,Bb Major,0.19139736704385185,0.02380042056968075,0.7700884817163888,0.5206500854189626,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
802,0.9359999999999999,0.603,139080,0.242,0,1PaJwhQHnNisXH9puT3XtL,7.759999999999999e-05,5,0.0944,-12.725,1,God Will,17,1959-05-01,0.0335,118.40700000000001,0.28300000000000003,1959,1950s,F,Major,F Major,0.13729789712995796,0.02481701958657319,0.7403492287213218,0.4850936740805684,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
803,0.863,0.753,149907,0.451,0,6YQkya82b7rjiho4cFbS8k,6.35e-05,1,0.335,-9.816,1,Clementine,18,1959-09-01,0.0485,87.62,0.895,1959,1950s,Db,Major,Db Major,0.19877456748665556,0.026822616808857155,0.7859055673009161,0.35896448455698904,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
804,0.843,0.677,132320,0.33799999999999997,0,7xoQ5LFlLam4MXkFx4hzUE,3.5000000000000016e-06,1,0.10300000000000001,-10.209,1,Hank and Joe and Me,18,1959-09-01,0.0367,75.97399999999998,0.624,1959,1950s,Db,Major,Db Major,0.1504129201393868,0.023564794850022008,0.7797509983556495,0.31125277048313943,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
805,0.52,0.8270000000000001,78411,0.659,0,0doe6BX5PtV8BDH0IffSdQ,0.00117,1,0.0886,-7.9860000000000015,1,You Tell Me,18,1959-01-01,0.2439949970121604,98.38799999999999,0.97,1959,1950s,Db,Major,Db Major,1.0,0.01357867305671763,0.8145642471223866,0.4030791794863391,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
806,0.8959999999999999,0.601,140133,0.424,0,32XiDQZJCJCxC0MTWGrYpC,0.0,10,0.139,-11.01,1,Snow in His Hair,17,1959-05-01,0.0369,102.85799999999999,0.546,1959,1950s,Bb,Major,Bb Major,0.1512326090774761,0.025012077670535968,0.767206953253465,0.42139202182792485,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
807,0.909,0.608,127907,0.20600000000000002,0,32xbixKoozopkvsJfjg0sm,0.0,10,0.11,-11.677999999999999,1,The Man on the Hill,18,1959-09-01,0.11,80.218,0.584,1959,1950s,Bb,Major,Bb Major,0.4508289159491157,0.02274732920469651,0.7567457520945894,0.32863972862579943,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
808,0.851,0.6459999999999999,141541,0.5920000000000001,0,77v6sQU1cByaXJsX0t3yjG,0.000166,3,0.321,-9.067,1,I Just Thought You'd Like to Know,19,1959-01-01,0.0301,137.68200000000002,0.8640000000000001,1959,1950s,Eb,Major,Eb Major,0.12336318518243984,0.025272896077202248,0.7976352674027093,0.564060125117272,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
809,0.893,0.5820000000000001,113893,0.428,0,0FR4Ua3VxoSVA7DOFtdPlO,0.0,1,0.0971,-9.934,1,Drink to Me,18,1959-09-01,0.0404,172.794,0.7929999999999999,1959,1950s,Db,Major,Db Major,0.16557716549403886,0.02015137100084618,0.7840576305692586,0.7079081162353386,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
810,0.75,0.624,105253,0.47700000000000004,0,28ir1F2AM6Asyu6WgDzkam,0.00321,1,0.107,-13.239,1,Old Apache Squaw,17,1959-09-01,0.0993,165.61700000000005,0.8859999999999999,1959,1950s,Db,Major,Db Major,0.4069755577613381,0.018550894414484907,0.7322997416020671,0.6785051476703363,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johnny Cash,Third Man
